age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
23,average,,socially,never,graduated from college/university,pacific islander,66,,"san francisco, california",,straight,has dogs and dislikes cats,christianity,f,cancer,when drinking,english,seeing someone,non_stem
35,thin,,socially,never,graduated from college/university,asian,68,,"san francisco, california",,straight,,christianity but not too serious about it,m,leo,no,english,single,non_stem
31,average,,socially,,graduated from college/university,white,70,,"san francisco, california",,straight,,,m,taurus,no,"english, khmer",single,non_stem
31,average,mostly anything,socially,,graduated from college/university,white,71,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism and very serious about it,m,sagittarius,,"english (fluently), french (poorly)",single,non_stem
28,,,socially,never,graduated from college/university,asian,75,,"palo alto, california",,straight,has dogs,atheism and laughing about it,m,,no,"english, chinese",single,stem
31,fit,,socially,never,graduated from space camp,white,68,,"san francisco, california",,straight,has dogs,catholicism and somewhat serious about it,m,libra,when drinking,english,single,non_stem
25,fit,anything,rarely,never,graduated from college/university,asian,67,,"berkeley, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",single,non_stem
41,,,rarely,never,graduated from high school,white,66,,"hayward, california",,straight,likes dogs and likes cats,christianity,f,virgo and it&rsquo;s fun to think about,no,english,single,non_stem
27,average,mostly anything,socially,never,graduated from college/university,white,64,,"berkeley, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,judaism,f,pisces,no,"english (fluently), russian (okay), spanish (okay), french (poorly)",single,non_stem
46,overweight,,rarely,never,graduated from law school,black,68,,"hercules, california",,gay,,catholicism,f,leo,no,english,single,non_stem
44,fit,,socially,never,graduated from masters program,white,65,,"menlo park, california",has a kid,straight,,,f,,no,english,single,non_stem
27,jacked,,socially,never,graduated from college/university,"hispanic / latin, white",71,,"hayward, california",,straight,,christianity but not too serious about it,m,pisces and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
42,average,mostly anything,rarely,never,graduated from masters program,asian,64,,"palo alto, california",,straight,,christianity but not too serious about it,f,aries but it doesn&rsquo;t matter,no,"english (fluently), chinese (poorly), spanish (poorly)",single,non_stem
38,fit,mostly anything,rarely,never,graduated from college/university,asian,61,,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,other but not too serious about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), c++ (poorly)",single,stem
22,fit,,often,never,working on college/university,white,72,,"berkeley, california",,gay,likes dogs and dislikes cats,,m,scorpio but it doesn&rsquo;t matter,no,english,single,student
42,fit,,socially,never,graduated from college/university,white,72,,"san francisco, california",,straight,likes dogs and likes cats,,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single,stem
27,fit,mostly anything,socially,never,graduated from college/university,white,65,,"san francisco, california",,straight,,catholicism but not too serious about it,f,cancer and it&rsquo;s fun to think about,no,english,single,non_stem
36,fit,vegan,not at all,never,graduated from college/university,white,67,100000,"oakland, california",,straight,likes dogs and has cats,atheism,f,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single,non_stem
39,average,,socially,never,graduated from college/university,asian,70,80000,"south san francisco, california",has a kid,straight,,catholicism,m,pisces,no,english,single,stem
24,athletic,mostly anything,socially,never,working on masters program,white,74,,"stanford, california",,straight,,atheism and laughing about it,m,,no,english,single,student
31,average,,socially,never,graduated from college/university,hispanic / latin,70,,"san francisco, california",,gay,,other,m,scorpio and it&rsquo;s fun to think about,no,english,single,non_stem
26,thin,anything,socially,never,graduated from masters program,hispanic / latin,63,,"hayward, california",,straight,likes dogs and dislikes cats,,f,virgo,no,"english (fluently), spanish (fluently)",single,non_stem
31,fit,mostly other,socially,sometimes,graduated from college/university,white,66,,"san francisco, california",doesn&rsquo;t have kids,straight,,agnosticism and laughing about it,f,capricorn,no,"english (fluently), german (poorly)",single,non_stem
25,thin,anything,desperately,,graduated from space camp,white,72,,"san francisco, california",doesn&rsquo;t have kids,straight,,atheism,m,scorpio,trying to quit,"english (fluently), lisp (fluently), spanish (poorly)",single,non_stem
21,average,strictly anything,socially,never,working on two-year college,white,70,,"berkeley, california",,straight,,,f,capricorn but it doesn&rsquo;t matter,no,english,single,student
37,average,mostly anything,socially,,graduated from masters program,white,66,50000,"oakland, california","doesn&rsquo;t have kids, but wants them",straight,,buddhism and somewhat serious about it,f,scorpio and it&rsquo;s fun to think about,no,"english, spanish (okay), other (fluently), french (poorly)",single,non_stem
25,,,socially,never,graduated from college/university,,65,,"san francisco, california",,straight,,,f,capricorn and it&rsquo;s fun to think about,no,"english, c++",seeing someone,stem
60,athletic,mostly anything,socially,never,graduated from masters program,white,67,,"san bruno, california","has kids, but doesn&rsquo;t want more",straight,likes cats,christianity but not too serious about it,f,pisces and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
45,fit,mostly anything,socially,,graduated from masters program,white,70,,"berkeley, california",has kids,straight,has dogs and likes cats,christianity and laughing about it,m,pisces but it doesn&rsquo;t matter,no,"english, french (poorly)",available,non_stem
40,athletic,mostly anything,socially,never,working on masters program,white,70,,"berkeley, california",doesn&rsquo;t have kids,straight,,,m,pisces,no,english,single,non_stem
33,thin,vegetarian,very often,sometimes,,,74,,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,other and very serious about it,m,aries,no,english,single,non_stem
32,athletic,,often,sometimes,dropped out of college/university,,73,,"oakland, california",,straight,has dogs and has cats,other,m,cancer,when drinking,english,single,non_stem
43,,,often,,graduated from college/university,white,75,,"san francisco, california",,straight,likes dogs and likes cats,atheism and very serious about it,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single,non_stem
24,fit,,socially,never,graduated from college/university,white,74,,"san francisco, california",,straight,,,m,,no,english,single,non_stem
24,athletic,strictly other,socially,sometimes,graduated from college/university,white,73,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,agnosticism but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), french (okay), spanish (okay), chinese (okay), arabic (poorly)",single,stem
39,fit,,rarely,,graduated from college/university,other,66,,"san francisco, california",doesn&rsquo;t have kids,straight,,,f,,,english,single,non_stem
42,overweight,mostly anything,socially,never,graduated from college/university,"white, other",68,40000,"lafayette, california",has a kid,straight,likes dogs and likes cats,other,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), german (poorly), italian (poorly)",single,stem
18,curvy,mostly anything,rarely,never,high school,hispanic / latin,65,,"san mateo, california",,gay,,catholicism,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), portuguese (okay)",single,student
46,full figured,,socially,never,,white,65,,"san mateo, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,,f,aries but it doesn&rsquo;t matter,no,english,single,non_stem
45,athletic,mostly vegetarian,not at all,never,graduated from masters program,,62,,"berkeley, california",,straight,likes dogs and likes cats,other,f,pisces,no,"english, spanish",single,non_stem
26,,,socially,sometimes,graduated from college/university,white,69,,"san francisco, california",,straight,likes dogs and likes cats,atheism and laughing about it,m,scorpio,trying to quit,english,single,non_stem
32,average,strictly anything,often,,dropped out of college/university,white,73,,"san francisco, california",,straight,likes dogs and has cats,agnosticism,m,virgo,no,english (poorly),single,non_stem
22,fit,mostly anything,socially,sometimes,working on college/university,white,65,20000,"san francisco, california",,straight,has dogs and dislikes cats,agnosticism but not too serious about it,f,,when drinking,"english (fluently), french (okay)",single,non_stem
30,athletic,,often,never,graduated from college/university,white,70,,"san francisco, california",,straight,,christianity but not too serious about it,m,,no,"english, c++ (poorly)",single,non_stem
42,fit,mostly anything,often,never,graduated from masters program,white,68,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,agnosticism but not too serious about it,f,taurus and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
39,thin,mostly anything,socially,never,graduated from masters program,asian,65,,"san francisco, california",,straight,,,f,,no,"english (fluently), chinese (fluently), german (okay)",single,stem
