age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
23.0,average,mostly anything,socially,never,graduated from college/university,white,73.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,libra and it&rsquo;s fun to think about,no,english,single,stem
45.0,fit,strictly anything,socially,never,graduated from masters program,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,leo and it&rsquo;s fun to think about,no,"english, german (fluently), spanish (fluently), french (okay), portuguese (poorly)",single,non_stem
44.0,athletic,mostly anything,socially,never,graduated from masters program,white,67.0,60000.0,"san francisco, california",has a kid,straight,has dogs,christianity,f,capricorn,no,"english (okay), russian (fluently), french (poorly), german (poorly)",single,non_stem
27.0,fit,mostly anything,socially,never,working on masters program,hispanic / latin,69.0,60000.0,"stanford, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,christianity but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single,student
32.0,fit,strictly anything,not at all,sometimes,graduated from college/university,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,atheism and laughing about it,m,taurus and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
41.0,average,mostly anything,socially,never,graduated from college/university,asian,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,capricorn,no,english,single,stem
38.0,average,mostly anything,socially,never,graduated from masters program,white,69.0,150000.0,"palo alto, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and somewhat serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), russian (fluently), hebrew (fluently)",single,stem
40.0,fit,mostly anything,socially,never,graduated from college/university,hispanic / latin,66.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,other,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single,stem
57.0,average,mostly anything,socially,sometimes,graduated from college/university,white,71.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs,other,m,cancer,no,english,single,non_stem
28.0,thin,mostly anything,socially,never,graduated from masters program,white,69.0,60000.0,"menlo park, california","doesn&rsquo;t have kids, but wants them",straight,has dogs and likes cats,agnosticism,f,aquarius but it doesn&rsquo;t matter,no,english,single,stem
28.0,fit,mostly anything,socially,never,graduated from college/university,white,72.0,60000.0,"walnut creek, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,christianity and laughing about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), romanian (fluently), french (fluently), italian (poorly), german (poorly)",single,non_stem
32.0,athletic,mostly anything,socially,never,graduated from college/university,white,74.0,80000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,other,m,pisces but it doesn&rsquo;t matter,no,english,single,stem
27.0,average,mostly anything,socially,never,graduated from college/university,"asian, pacific islander",67.0,60000.0,"vallejo, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,catholicism,m,libra and it&rsquo;s fun to think about,no,"english (fluently), tagalog (poorly), c++ (okay), hawaiian (okay)",single,stem
37.0,jacked,strictly anything,often,never,graduated from college/university,white,68.0,40000.0,"san francisco, california",doesn&rsquo;t want kids,gay,likes cats,agnosticism,f,scorpio and it&rsquo;s fun to think about,no,english,single,stem
24.0,athletic,strictly anything,socially,never,dropped out of college/university,white,70.0,100000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,aries and it&rsquo;s fun to think about,sometimes,"english (fluently), french (poorly), japanese (poorly), spanish (poorly)",single,stem
32.0,average,mostly anything,socially,never,graduated from college/university,asian,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,other,m,scorpio and it&rsquo;s fun to think about,trying to quit,"english (fluently), chinese (fluently)",single,non_stem
44.0,fit,mostly anything,not at all,never,graduated from masters program,indian,64.0,60000.0,"palo alto, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and laughing about it,f,taurus but it doesn&rsquo;t matter,no,"english (fluently), hindi (okay), french (poorly)",single,non_stem
46.0,curvy,mostly anything,socially,never,graduated from college/university,white,66.0,60000.0,"alameda, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,other,f,taurus and it&rsquo;s fun to think about,sometimes,english,single,non_stem
27.0,average,mostly anything,desperately,never,dropped out of college/university,white,71.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes cats,other,m,virgo,sometimes,"english (fluently), spanish (fluently), japanese (poorly), italian (poorly)",single,stem
23.0,average,strictly anything,rarely,sometimes,working on two-year college,white,75.0,20000.0,"vallejo, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,capricorn,no,"english (fluently), german (poorly)",single,non_stem
38.0,athletic,mostly anything,socially,never,graduated from college/university,white,72.0,250000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,other,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single,non_stem
24.0,fit,anything,socially,never,working on college/university,hispanic / latin,69.0,60000.0,"san leandro, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,capricorn,sometimes,"english (fluently), spanish (fluently)",single,non_stem
29.0,athletic,mostly anything,not at all,never,graduated from college/university,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism and somewhat serious about it,f,aries and it&rsquo;s fun to think about,no,english,single,non_stem
39.0,athletic,mostly vegan,socially,never,graduated from college/university,white,64.0,60000.0,"san anselmo, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other,f,cancer,no,"english, german, spanish",single,non_stem
37.0,athletic,strictly other,rarely,never,college/university,white,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and dislikes cats,other but not too serious about it,m,pisces,no,english,single,non_stem
64.0,fit,mostly anything,socially,sometimes,graduated from college/university,white,65.0,40000.0,"berkeley, california",has kids,straight,has dogs and likes cats,agnosticism but not too serious about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), french (poorly)",single,non_stem
33.0,average,strictly other,socially,sometimes,graduated from college/university,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single,non_stem
24.0,average,mostly anything,often,sometimes,working on college/university,white,75.0,1000000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,atheism,m,virgo but it doesn&rsquo;t matter,trying to quit,"english (fluently), spanish (okay)",single,non_stem
23.0,average,mostly anything,socially,never,graduated from college/university,pacific islander,66.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and dislikes cats,christianity,f,cancer,when drinking,english,seeing someone,non_stem
35.0,thin,mostly anything,socially,never,graduated from college/university,asian,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity but not too serious about it,m,leo,no,english,single,non_stem
31.0,average,mostly anything,socially,never,graduated from college/university,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,taurus,no,"english, khmer",single,non_stem
31.0,average,mostly anything,socially,never,graduated from college/university,white,71.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism and very serious about it,m,sagittarius,no,"english (fluently), french (poorly)",single,non_stem
28.0,average,mostly anything,socially,never,graduated from college/university,asian,75.0,60000.0,"palo alto, california",doesn&rsquo;t have kids,straight,has dogs,atheism and laughing about it,m,libra and it&rsquo;s fun to think about,no,"english, chinese",single,stem
31.0,fit,mostly anything,socially,never,graduated from space camp,white,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs,catholicism and somewhat serious about it,m,libra,when drinking,english,single,non_stem
25.0,fit,anything,rarely,never,graduated from college/university,asian,67.0,60000.0,"berkeley, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,other,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",single,non_stem
41.0,average,mostly anything,rarely,never,graduated from high school,white,66.0,60000.0,"hayward, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,f,virgo and it&rsquo;s fun to think about,no,english,single,non_stem
27.0,average,mostly anything,socially,never,graduated from college/university,white,64.0,60000.0,"berkeley, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,judaism,f,pisces,no,"english (fluently), russian (okay), spanish (okay), french (poorly)",single,non_stem
46.0,overweight,mostly anything,rarely,never,graduated from law school,black,68.0,60000.0,"hercules, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,catholicism,f,leo,no,english,single,non_stem
44.0,fit,mostly anything,socially,never,graduated from masters program,white,65.0,60000.0,"menlo park, california",has a kid,straight,likes dogs and likes cats,other,f,libra and it&rsquo;s fun to think about,no,english,single,non_stem
27.0,jacked,mostly anything,socially,never,graduated from college/university,"hispanic / latin, white",71.0,60000.0,"hayward, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity but not too serious about it,m,pisces and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
42.0,average,mostly anything,rarely,never,graduated from masters program,asian,64.0,60000.0,"palo alto, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity but not too serious about it,f,aries but it doesn&rsquo;t matter,no,"english (fluently), chinese (poorly), spanish (poorly)",single,non_stem
