What_would_you_call_the_part_of_the_country_you_live_in_now,How_much_do_you_personally_identify_as_a_Midwesterner,Do_you_consider_Illinois_state_as_part_of_the_Midwest,Do_you_consider_Indiana_state_as_part_of_the_Midwest,Do_you_consider_Iowa_state_as_part_of_the_Midwest,Do_you_consider_Kansas_state_as_part_of_the_Midwest,Do_you_consider_Michigan_state_as_part_of_the_Midwest,Do_you_consider_Minnesota_state_as_part_of_the_Midwest,Do_you_consider_Missouri_state_as_part_of_the_Midwest,Do_you_consider_Nebraska_state_as_part_of_the_Midwest,Do_you_consider_North_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Ohio_state_as_part_of_the_Midwest,Do_you_consider_South_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Wisconsin_state_as_part_of_the_Midwest,Do_you_consider_Arkansas_state_as_part_of_the_Midwest,Do_you_consider_Colorado_state_as_part_of_the_Midwest,Do_you_consider_Kentucky_state_as_part_of_the_Midwest,Do_you_consider_Oklahoma_state_as_part_of_the_Midwest,Do_you_consider_Pennsylvania_state_as_part_of_the_Midwest,Do_you_consider_West_Virginia_state_as_part_of_the_Midwest,Do_you_consider_Montana_state_as_part_of_the_Midwest,Do_you_consider_Wyoming_state_as_part_of_the_Midwest,Gender,Age,Household_Income,Education,In_what_ZIP_code_is_your_home_located,Census_Region
Upper Midwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$100,000 - $149,999",Graduate degree,55117,West North Central
The Midwest,A lot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",High school degree,112345,West North Central
Midwest,Not much,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",High school degree,68725,West North Central
Midwest,Some,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Graduate degree,56502,West North Central
The midwest,Some,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",Graduate degree,56301,West North Central
midwest,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Male,45-60,"$100,000 - $149,999",Graduate degree,68045,West North Central
midwesr,A lot,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Some college,56215,West North Central
Upper Midwest,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,55406,West North Central
Midwest,A lot,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Female,45-60,"$0 - $24,999",Some college,68048,West North Central
Midwest,Some,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$0 - $24,999",Associate or bachelor degree,55408,West North Central
Boring,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Female,18-29,"$50,000 - $99,999",Less than high school degree,52748,West North Central
Midwest North America,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Some college,50265,West North Central
the Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,52807,West North Central
upper midwest tundra,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,55110,West North Central
midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,68025,West North Central
Midwest,Not much,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,55474,West North Central
Midwest,A lot,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,64117,West North Central
The Midwest,Not at all,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,63108,West North Central
Midwest,A lot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,66207,West North Central
Central plains,Some,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,76502,West North Central
mid states,Some,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",High school degree,68106,West North Central
northern midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,45-60,"$50,000 - $99,999",Some college,55303,West North Central
The midwest.,Some,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Some college,64468,West North Central
The Midwest.,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Some college,63368,West North Central
the midwest,A lot,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Some college,55431,West North Central
Northern central,Some,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,55301,West North Central
mid west,Some,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",High school degree,55421,West North Central
Midwest,A lot,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Graduate degree,55812,West North Central
Midwest/plains,A lot,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Male,45-60,"$0 - $24,999",Graduate degree,68128,West North Central
Midwest,Some,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,55438,West North Central
midwest,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,66801,West North Central
Northern Plains,Some,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,55112,West North Central
rural,A lot,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$100,000 - $149,999",Graduate degree,65233,West North Central
Urban,Not at all,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Male,18-29,"$50,000 - $99,999",High school degree,10469,Middle Atlantic
Northeast,Not at all,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Female,30-44,"$100,000 - $149,999",Some college,17078,Middle Atlantic
East Coast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,18109,Middle Atlantic
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$25,000 - $49,999",Some college,16686,Middle Atlantic
North East,Some,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,19492,Middle Atlantic
Northeast,Not at all,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Male,18-29,"$50,000 - $99,999",Associate or bachelor degree,8550,Middle Atlantic
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Female,30-44,"$100,000 - $149,999",Graduate degree,8520,Middle Atlantic
"northeast PA. rural, on the edge of the appalachians",Not at all,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,18657,Middle Atlantic
the north east,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,10803,Middle Atlantic
Mid-Atlantic region,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,45-60,"$150,000+",Graduate degree,19031,Middle Atlantic
mid atlantic,Not much,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,17747,Middle Atlantic
Limiting.,Not at all,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,18-29,"$0 - $24,999",Associate or bachelor degree,16802,Middle Atlantic
Northeast,Not at all,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Male,30-44,"$50,000 - $99,999",Some college,11374,Middle Atlantic
Northeast,Not at all,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,17602,Middle Atlantic
Depressed,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Female,30-44,"$0 - $24,999",Some college,16148,Middle Atlantic
Northeast,Not at all,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Male,18-29,"$100,000 - $149,999",High school degree,16063,Middle Atlantic
Central New York,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,14882,Middle Atlantic
Northeast,Not at all,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Male,18-29,"$100,000 - $149,999",Some college,18360,Middle Atlantic
North East,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,17740,Middle Atlantic
NEW YORK,Not at all,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Female,18-29,"$150,000+",Some college,13902,Middle Atlantic
Midwest,Some,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Male,> 60,"$100,000 - $149,999",Graduate degree,15237,Middle Atlantic
northeast,Not at all,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,15236,Middle Atlantic
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Female,45-60,"$150,000+",Some college,7731,Middle Atlantic
"The Northeast or central New Jersey, sometimes South Central NJ, depending upon the 'scope' of the issue",Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,8520,Middle Atlantic
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Graduate degree,18966,Middle Atlantic
Middle Atlantic,Not at all,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Male,30-44,"$50,000 - $99,999",Graduate degree,15317,Middle Atlantic
the suburbs of philadelphia,Not much,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Female,18-29,"$150,000+",Some college,19063,Middle Atlantic
Southwest pennsylvania,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Male,30-44,"$50,000 - $99,999",Some college,15236,Middle Atlantic
South Central Pennsylvania,Not at all,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,17013,Middle Atlantic
Northeast,Not at all,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Female,30-44,"$25,000 - $49,999",Some college,19116,Middle Atlantic
Central Pennsylvania,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,17013,Middle Atlantic
Mid-Atlantic,Not much,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$25,000 - $49,999",Graduate degree,17046,Middle Atlantic
NORTHEAST,Not at all,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$25,000 - $49,999",Associate or bachelor degree,10019,Middle Atlantic
united States,Not at all,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Female,45-60,"$150,000+",Some college,17022,Middle Atlantic
Northeast,Not at all,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,10547,Middle Atlantic
The Northeast,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,45-60,"$150,000+",Graduate degree,11570,Middle Atlantic
America,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Male,30-44,"$150,000+",Graduate degree,15701,Middle Atlantic
Mid Atlantic,Not at all,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,19606,Middle Atlantic
Mid Atlantic,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",Associate or bachelor degree,19146,Middle Atlantic
Northeast,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Female,18-29,"$25,000 - $49,999",Graduate degree,18058,Middle Atlantic
northeast,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Female,30-44,"$150,000+",Associate or bachelor degree,15068,Middle Atlantic
East coast,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Female,18-29,"$150,000+",Some college,8801,Middle Atlantic
midatlantic,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,19403,Middle Atlantic
northern New York,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$100,000 - $149,999",Graduate degree,13601,Middle Atlantic
Central Pennsylvania,Not at all,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Female,18-29,"$0 - $24,999",Associate or bachelor degree,15905,Middle Atlantic
The United States,A lot,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",High school degree,19120,Middle Atlantic
east,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female,45-60,"$150,000+",Graduate degree,15236,Middle Atlantic
NorthEast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Female,> 60,"$25,000 - $49,999",Some college,19124,Middle Atlantic
great country side of white plain eastern usa,Not much,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Some college,10605,Middle Atlantic
northeast,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Male,45-60,"$100,000 - $149,999",Some college,19149,Middle Atlantic
"Western, Midwest, small city.",Some,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Female,18-29,"$0 - $24,999",Some college,13411,Middle Atlantic
"New York City, a city-state a la Athens. For people who don't know what that means, I'd say Mid-Atlantic",Not at all,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Some college,11209,Middle Atlantic
ne,Not at all,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$0 - $24,999",Some college,11414,Middle Atlantic
East Coast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Male,18-29,"$150,000+",High school degree,15301,Middle Atlantic
suburbia,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,16117,Middle Atlantic
northeastern,Some,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Female,45-60,"$25,000 - $49,999",Some college,19020,Middle Atlantic
Mid Atlantic,Not much,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Male,18-29,"$25,000 - $49,999",Graduate degree,15218,Middle Atlantic
Very Country,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Some college,17307,Middle Atlantic
Northeast,Not at all,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Male,30-44,"$50,000 - $99,999",Some college,11566,Middle Atlantic
a great place to live in but for the high property taxs,Not at all,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Some college,8053,Middle Atlantic
The Northeast,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,13135,Middle Atlantic
"East coast with a mix of country side, suburban neighborhoods, and cities.  All of this can be found within a two hour radius of where I live.",Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Female,18-29,"$150,000+",High school degree,18040,Middle Atlantic
"East, great lakes area of the US",Not at all,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Some college,14094,Middle Atlantic
Northeastern Pennsylvania,Not at all,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,18661,Middle Atlantic
Northeast,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,18-29,"$50,000 - $99,999",Graduate degree,15108,Middle Atlantic
Northeast,Not at all,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$25,000 - $49,999",Associate or bachelor degree,18235,Middle Atlantic
North East,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Female,30-44,"$25,000 - $49,999",Some college,15228,Middle Atlantic
northeast,Not at all,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,> 60,"$150,000+",Associate or bachelor degree,18017,Middle Atlantic
northern,Not much,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$150,000+",Some college,17267,Middle Atlantic
mid-Atlantic state,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Graduate degree,15044,Middle Atlantic
East,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,18078,Middle Atlantic
tri-state,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,19317,Middle Atlantic
suburbs,Not at all,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Female,> 60,"$25,000 - $49,999",Graduate degree,19395,Middle Atlantic
New York,Not at all,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,18-29,"$50,000 - $99,999",Some college,11228,Middle Atlantic
North East,Not at all,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Female,> 60,"$150,000+",Graduate degree,7676,Middle Atlantic
north east,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,10024,Middle Atlantic
New York/Northeast,Not at all,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Female,18-29,"$50,000 - $99,999",Graduate degree,10901,Middle Atlantic
North east,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,16601,Middle Atlantic
North East,Some,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Some college,19010,Middle Atlantic
Western Pennsylvania,Not much,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,15007,Middle Atlantic
The northeast,Not at all,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Male,30-44,"$150,000+",Graduate degree,15208,Middle Atlantic
NORTHEAST,Not at all,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Female,> 60,"$25,000 - $49,999",High school degree,19604,Middle Atlantic
Mid Atlantic,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,45-60,"$50,000 - $99,999",Some college,19023,Middle Atlantic
"cold, expensive and limiting.",Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,7017,Middle Atlantic
Northeast,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Associate or bachelor degree,15234,Middle Atlantic
trashy and racist,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,45-60,"$25,000 - $49,999",Some college,14616,Middle Atlantic
Ny tri state area,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$150,000+",Graduate degree,7065,Middle Atlantic
Mid Atlantic,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,19403,Middle Atlantic
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,12533,Middle Atlantic
Upstate NY,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,14623,Middle Atlantic
countryside,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$100,000 - $149,999",High school degree,10512,Middle Atlantic
northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$100,000 - $149,999",Graduate degree,10308,Middle Atlantic
Northeast,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Some college,17402,Middle Atlantic
Eastern,Not at all,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,30-44,"$100,000 - $149,999",High school degree,16059,Middle Atlantic
The East,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,16872,Middle Atlantic
