utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12,speaker
9,21,1.466947,-0.849363,0.648174,0.291665,0.400575,-0.011553,-0.354638,-0.065039,-0.296866,-0.22897,0.132368,-0.141296,1
15,9,1.480535,-0.459641,0.565469,-0.450111,0.130934,-0.015084,-0.366796,0.224959,-0.071986,-0.403235,-0.112563,-0.023569,1
19,2,1.458401,-0.402869,0.732723,-0.365525,-0.485988,-0.246825,0.075483,0.125406,-0.010715,-0.152123,-0.073411,0.089511,1
29,13,0.947896,-0.360023,0.798481,0.186581,0.27265,0.114082,-0.223058,-0.185169,-0.150451,-0.242268,-0.025199,-0.034749,1
2,10,1.054153,-0.569813,0.945773,0.186283,0.324873,-0.126414,-0.268446,-0.016307,-0.274511,-0.155997,0.066983,-0.075748,1
31,15,0.958702,-0.54976,0.657031,0.092834,0.429399,0.134715,-0.323939,-0.130533,-0.212284,-0.314132,0.0901,0.098219,1
3,21,1.671099,-0.910977,0.587177,0.225236,0.370719,0.147173,-0.431996,-0.146687,-0.106379,-0.296911,0.065611,0.046339,1
16,5,1.491549,0.063008,0.428127,-0.54266,0.018214,-0.263247,-0.128327,0.205839,-0.131185,-0.273277,-0.021589,0.064058,1
3,22,1.633764,-0.935421,0.574273,0.269021,0.371818,0.119741,-0.396788,-0.122981,-0.152855,-0.268283,0.095911,-0.015915,1
7,13,1.318923,-0.761397,1.016823,-0.102251,0.279588,0.242179,-0.33482,-0.175908,-0.340134,-0.16225,0.217224,-0.078935,1
1,13,1.299045,-0.495095,0.029375,0.026418,0.218288,0.07575,-0.374873,-0.191542,-0.103774,-0.322266,-0.066122,0.130722,1
25,6,1.047732,-0.12045,0.536595,-0.503321,0.102444,-0.494826,-0.169133,0.284693,-0.258045,-0.097345,0.089078,0.094622,1
30,9,0.903557,-0.452195,0.691431,0.166877,0.174932,0.102996,-0.26331,-0.046844,-0.102154,-0.310935,0.022495,0.054024,1
25,2,1.08578,-0.07632,0.962219,-0.432658,-0.265439,-0.342712,-0.309686,0.244361,-0.036079,-0.229,0.119863,0.155059,1
15,11,0.997912,-0.322094,0.459435,0.148502,0.453039,0.018902,-0.14414,-0.452155,-0.018447,-0.174568,-0.166112,0.151809,1
9,7,1.415502,-0.231552,0.39539,-0.250305,0.10936,-0.166219,-0.058585,0.255279,-0.314097,-0.353636,-0.047847,0.059066,1
24,15,1.551883,-0.645818,0.505366,0.006721,0.28234,-0.026226,-0.289147,0.021019,-0.323223,-0.364772,0.104808,0.063911,1
9,13,1.611993,-0.71044,0.446422,0.177278,0.286573,0.102108,-0.367764,-0.156919,-0.2248,-0.242608,0.1645,0.047032,1
18,13,1.083681,-0.535234,0.695113,-0.004617,0.260558,0.02185,-0.124814,-0.314721,-0.257629,-0.113459,-0.031813,0.159526,1
22,14,1.461436,-0.56287,0.555253,-0.04839,0.189035,0.05741,-0.310338,-0.069051,-0.186268,-0.455682,0.029274,0.228166,1
13,17,1.314084,-0.576264,0.64117,0.316284,0.423832,-0.082105,-0.382053,-0.019413,-0.238557,-0.251735,0.11619,-0.125248,1
3,17,1.484179,-0.616083,0.375652,0.089378,0.53717,-0.10176,-0.469218,-0.017098,-0.265656,-0.239227,0.090342,-0.014393,1
25,14,1.292487,-0.684068,1.112072,-0.023419,0.187619,0.095196,-0.493182,-0.053582,-0.077201,-0.347681,-0.006659,-0.039019,1
23,22,1.294486,-1.051258,0.778014,0.128963,0.191628,0.113706,-0.360218,-0.09726,-0.229632,-0.385922,0.087421,0.06753,1
29,12,0.919329,-0.410579,0.802946,0.249172,0.253849,0.109066,-0.182043,-0.132196,-0.171851,-0.296547,-0.001335,0.039366,1
11,16,1.449085,-0.497414,0.648541,0.180151,0.351167,0.054097,-0.364103,-0.151392,-0.230353,-0.241537,0.157642,-0.025602,1
9,12,1.247187,-0.570349,0.521336,0.059979,0.457169,-0.024804,-0.340564,-0.023571,-0.299615,-0.284912,0.097339,0.050907,1
20,5,1.333981,-0.505,0.604433,-0.471978,-0.043074,-0.010171,-0.287954,0.238005,-0.014779,-0.475696,-0.098344,0.184223,1
16,6,1.57544,-0.033412,0.297828,-0.429078,-0.006524,-0.206306,-0.110903,0.272779,-0.120511,-0.423546,-0.077252,0.053937,1
15,7,1.420686,-0.390584,0.501999,-0.176515,0.234225,-0.124958,-0.1373,-0.211044,-0.047506,-0.192806,-0.348979,0.286742,1
1,3,1.939205,-0.239664,0.258561,-0.291458,-0.041053,-0.102034,-0.3833,0.019013,0.16951,-0.314894,-0.227908,0.074638,1
1,7,1.637373,-0.336227,0.152766,-0.223842,-0.026278,-0.009157,-0.363866,-0.003117,0.055479,-0.358107,-0.181643,0.082056,1
3,13,1.634308,-0.575518,0.479257,-0.206515,0.478854,-0.187659,-0.618975,0.041107,-0.201508,-0.221438,0.018803,-0.054331,1
5,20,1.378834,-0.694198,0.51823,0.152827,0.31479,0.038999,-0.298125,-0.072498,-0.308671,-0.309463,0.148453,0.108892,1
17,3,1.587682,-0.481388,0.32225,-0.361626,-0.039358,-0.279507,0.015308,0.196615,-0.028742,-0.200421,-0.255888,0.189391,1
15,10,0.988805,-0.289113,0.431559,0.1298,0.421833,-0.028105,-0.105608,-0.423628,-0.011217,-0.240974,-0.146034,0.227469,1
4,3,1.591019,-0.205715,0.406879,-0.372406,-0.081218,-0.429341,-0.212728,0.212601,-0.076819,-0.096227,0.021305,0.049853,1
30,3,1.165356,-0.389025,0.563948,-0.216534,-0.158108,-0.160067,-0.073883,0.034617,-0.11314,-0.289377,-0.105009,0.200262,1
18,10,1.543534,-0.588013,0.364039,-0.042124,0.009408,0.148713,-0.329056,-0.234776,-0.003796,-0.342396,-0.227204,0.181393,1
11,5,1.531482,-0.897376,0.260646,-0.224507,-0.1286,-0.291986,0.039358,0.314414,-0.204533,-0.290636,-0.080772,0.039547,1
4,6,1.34785,-0.187577,0.226653,-0.387164,-0.00983,-0.500333,-0.199827,0.335775,-0.111405,-0.162382,-0.024837,0.069645,1
29,9,1.139989,-0.197834,0.575838,0.11927,0.342504,-0.012693,-0.060078,-0.229496,-0.234844,-0.283657,0.054875,0.17442,1
23,7,1.605604,-0.039165,0.062297,-0.273415,0.01817,-0.159173,-0.275587,0.208781,-0.078718,-0.374794,-0.174135,-0.033492,1
13,12,1.453766,-0.464098,0.394296,0.178633,0.434347,-0.088104,-0.260313,-0.052081,-0.268762,-0.176284,0.076081,0.025526,1
24,1,1.814525,-0.081445,0.406462,0.045165,-0.691587,-0.336256,-0.11607,-0.142007,0.094531,-0.125119,-0.098098,0.192558,1
28,15,1.133621,-0.724162,0.579515,0.130178,0.471346,-0.075162,-0.389695,0.007727,-0.308836,-0.221711,0.156582,-0.038589,1
20,14,1.248242,-0.796845,0.723702,-0.340705,0.377425,0.063303,-0.474766,0.046401,-0.28444,-0.368781,0.083572,0.064423,1
30,2,1.701557,0.066036,0.248507,-0.437872,-0.010863,-0.259732,-0.258079,0.275764,0.083108,-0.324214,-0.040315,0.04022,1
4,2,1.609693,-0.148622,0.525358,-0.388008,-0.032264,-0.43117,-0.279059,0.158753,-0.094318,-0.071577,0.052514,0.068214,1
12,10,0.845396,-0.210409,0.341529,0.012874,0.53737,-0.1548,-0.347767,-0.017222,-0.192569,-0.197685,0.069121,0.053223,1
4,9,1.62313,-0.396171,0.31412,-0.462358,0.141207,-0.343424,-0.24678,0.326121,-0.20835,-0.270211,0.022227,0.095935,1
12,1,0.782225,0.156349,0.126031,-0.297001,-0.254736,-0.436808,0.116083,0.116246,-0.01362,-0.308773,0.171139,0.10801,1
19,4,1.241711,-0.24811,0.577114,-0.405381,-0.348131,-0.216412,0.104084,0.090499,0.015122,-0.256374,-0.129756,0.131035,1
7,2,1.337119,-0.229271,0.695718,-0.35941,-0.383559,-0.262643,0.047956,0.229711,-0.072884,-0.209177,-0.026791,0.090419,1
30,8,0.931958,-0.430595,0.652689,0.070191,0.208314,0.104163,-0.244137,0.007508,-0.087946,-0.378547,0.003126,0.141469,1
23,17,1.333623,-0.902786,0.584471,0.182821,0.045307,0.082179,-0.371148,-0.071736,-0.085781,-0.399465,-0.0649,0.116193,1
2,6,1.492324,-0.413803,0.583179,-0.197519,-0.242376,-0.23451,-0.026315,0.178486,-0.12212,-0.256385,-0.038403,0.06447,1
3,5,1.795333,-0.491939,0.601682,-0.474496,-0.161039,-0.292658,-0.269059,0.2184,-0.10058,-0.254699,0.004863,0.106071,1
29,5,1.178166,-0.28073,0.436398,-0.123665,0.317193,-0.046648,-0.068075,-0.025804,-0.212589,-0.151322,-0.253679,0.093293,1
28,7,1.459863,-0.414777,0.331581,0.02252,0.158602,0.028665,-0.358245,-0.026027,-0.20552,-0.394947,0.075713,0.179156,1
24,12,1.668651,-0.464887,0.434093,-0.130837,0.128839,-0.116643,-0.165769,0.149591,-0.271484,-0.411425,-0.077198,0.037566,1
5,19,1.361718,-0.960896,0.559628,0.226486,0.235033,0.063513,-0.455297,-0.159983,-0.100619,-0.25841,0.037011,0.008935,1
5,6,1.433324,-0.225448,0.443481,-0.393436,-0.102964,-0.31561,0.050606,0.233166,-0.225583,-0.199348,-0.012613,0.064897,1
3,10,2.12526,-0.826085,0.488411,-0.281048,-0.163277,-0.008763,-0.18626,0.124482,-0.054817,-0.464356,-0.132886,0.172822,1
21,2,1.46916,-0.201954,0.236249,-0.205359,0.061638,-0.173552,-0.018498,0.23112,-0.230229,-0.387972,-0.088216,0.116289,1
11,3,1.24666,0.151568,0.433001,-0.168661,-0.044385,-0.388238,-0.081486,0.150919,-0.101748,-0.242081,0.02314,0.146887,1
6,12,1.788249,-0.768673,0.283067,0.081496,0.043878,-0.204872,-0.189915,-0.122166,-0.273674,-0.23823,0.048968,0.223579,1
24,4,1.848799,-0.266479,0.34824,0.075756,-0.497886,-0.250879,-0.062838,-0.13264,0.059141,-0.137999,-0.2004,0.129727,1
17,1,1.399128,-0.343207,0.716811,-0.585551,-0.131684,-0.253698,-0.259544,0.391923,-0.031476,-0.274924,0.113393,0.099427,1
4,5,1.534783,-0.414512,0.273407,-0.008643,-0.452153,-0.532525,0.275157,0.032256,-0.135727,-0.158885,-0.070709,0.073425,1
5,3,1.55428,-0.317436,0.573071,-0.485027,-0.142375,-0.301735,-0.117745,0.348652,-0.189732,-0.21683,0.101555,-0.006452,1
19,2,1.110773,-0.003066,0.631543,-0.564313,-0.122728,-0.299133,-0.107636,0.272824,-0.022504,-0.188468,0.071057,0.118375,1
16,1,1.13164,0.270279,0.739673,-0.310325,-0.020386,-0.524192,-0.214623,0.168158,-0.178383,-0.121794,0.098868,0.112257,1
8,22,1.54572,-0.700667,0.273063,0.300405,0.260834,-0.20232,-0.209602,-0.277939,-0.198271,-0.123858,-0.0858,0.005472,1
23,14,1.409852,-0.586699,0.25726,-0.220493,0.209703,0.093715,-0.402253,-0.111243,-0.08985,-0.426665,-0.088544,0.180087,1
5,12,1.308726,-0.506875,0.549703,-0.126479,-0.065794,0.020474,-0.042475,0.136345,-0.349928,-0.476416,-0.008219,0.116695,1
27,12,0.955648,-0.513076,0.511201,0.262955,0.237176,0.115398,-0.192111,-0.252293,-0.165617,-0.247033,0.034718,0.064693,1
23,8,1.757725,-0.293167,0.068107,-0.113874,-0.111543,-0.041571,-0.274152,0.096114,-0.020608,-0.390189,-0.228064,0.052881,1
11,19,1.308073,-0.652099,0.840391,0.157879,0.332201,0.133879,-0.298925,-0.13018,-0.272617,-0.246499,0.135688,-0.077689,1
28,16,1.027953,-0.690171,0.640242,0.160346,0.483883,-0.026475,-0.407832,-0.016861,-0.264037,-0.260204,0.143513,-0.03278,1
8,23,1.528965,-0.709956,0.405092,0.196884,0.264607,-0.143951,-0.279675,-0.270672,-0.200066,-0.145391,-0.0578,0.022725,1
21,5,1.423469,-0.360519,0.434608,-0.082119,0.159725,-0.099565,-0.004533,0.052599,-0.378598,-0.345641,-0.052398,0.106167,1
17,13,0.590603,-0.317955,0.558842,0.182607,0.547286,-0.157872,-0.143011,-0.164173,-0.299377,-0.200045,-0.007571,0.081564,1
23,21,0.704187,-0.569231,0.342379,0.169821,0.379983,-0.190654,-0.192083,-0.27119,-0.229464,-0.152226,-0.026383,0.10156,1
3,15,1.626219,-0.70789,0.336811,0.044792,0.34695,0.06619,-0.332076,-0.116821,-0.226604,-0.362263,0.004972,0.161445,1
24,20,1.772602,-1.017697,0.885766,0.150642,0.227201,0.101175,-0.421517,-0.168739,-0.171756,-0.264767,0.075011,0.032363,1
5,5,1.602405,-0.359135,0.370285,-0.490972,-0.114847,-0.473727,-0.209386,0.131919,0.008094,-0.178367,-0.121264,0.271936,1
9,3,1.488735,-0.217296,0.45928,-0.381398,-0.084179,-0.32335,0.030877,0.290289,-0.21936,-0.280648,-0.022396,0.121299,1
10,10,1.43342,-0.353826,0.393166,-0.253941,0.121526,-0.179036,-0.053476,0.098822,-0.476129,-0.363448,0.05494,0.128705,1
24,10,1.665148,-0.346198,0.398822,-0.34498,0.123063,-0.052683,-0.179894,0.231593,-0.194647,-0.436268,-0.123319,-0.017848,1
20,2,1.24499,-0.102121,0.838958,-0.563446,-0.05456,-0.371272,-0.189012,0.442677,-0.262359,-0.2578,0.057034,-0.127025,1
18,4,1.694926,-0.49704,0.430179,-0.096841,-0.337184,-0.032963,-0.161065,0.012689,0.209272,-0.223919,-0.346177,0.122297,1
28,9,1.559236,-0.301215,0.339386,-0.219891,0.453345,-0.092298,-0.375013,0.086769,-0.317104,-0.294333,0.086733,0.049539,1
9,11,1.575489,-0.681505,0.433878,0.203983,0.250439,0.051999,-0.386008,-0.150184,-0.185599,-0.242247,0.087925,0.057007,1
30,6,1.121578,-0.310064,0.379863,0.029142,0.074446,0.032859,-0.033693,-0.041443,-0.065423,-0.329208,-0.05685,0.190683,1
16,15,1.119945,-0.429497,0.530462,0.123055,0.461943,-0.040234,-0.425122,-0.099275,-0.168386,-0.355327,0.055851,-0.005008,1
6,2,1.546594,0.153905,0.208579,-0.126525,-0.347069,-0.575495,0.129119,0.029862,-0.12089,-0.077795,0.037846,0.080831,1
1,11,1.466251,-0.38535,0.294102,-0.109096,0.418092,-0.220405,-0.328038,-0.092659,-0.184805,-0.142367,-0.13488,0.077458,1
3,10,1.675849,-0.580061,0.418193,-0.438228,0.117972,-0.038801,-0.353876,0.092082,-0.13377,-0.329098,-0.114842,0.004687,1
29,8,1.167316,-0.288402,0.562604,0.117765,0.275481,-0.097742,0.061768,-0.229624,-0.303981,-0.211557,-0.021845,0.207301,1
26,7,1.248447,-0.199289,0.534791,-0.279484,0.314338,-0.172977,-0.172354,0.087761,-0.080004,-0.218367,-0.312595,0.095468,1
18,19,0.948668,-0.50171,0.629602,0.104472,0.524328,-0.018305,-0.249413,-0.240205,-0.245911,-0.118478,-0.079405,-0.005528,1
19,8,1.21525,-0.207899,0.396295,-0.256758,0.240008,0.005079,-0.231156,0.026193,-0.052768,-0.459757,-0.109811,0.200211,1
13,13,1.248918,-0.493949,0.550772,0.162857,0.505091,-0.152953,-0.283755,-0.042731,-0.256534,-0.150737,0.093485,-0.006013,1
22,3,1.320935,-0.254262,0.251739,-0.091713,-0.178611,-0.317924,0.114873,-0.03081,-0.007479,-0.295896,-0.120982,0.233498,1
30,12,1.052878,-0.675214,1.04158,0.120184,0.315307,0.120912,-0.206793,-0.053528,-0.312807,-0.187248,0.113578,-0.132342,1
14,1,1.318772,-0.492045,0.494615,-0.420964,-0.085345,-0.322296,-0.133281,0.278574,-0.057916,-0.202664,-0.10533,0.170675,1
23,21,1.359027,-1.042243,0.788586,0.079155,0.165093,0.102162,-0.3677,-0.076297,-0.216628,-0.397941,0.077244,0.064491,1
7,6,1.417835,-0.099372,0.471114,-0.595027,0.110219,-0.337169,-0.115554,0.069107,-0.374232,-0.216007,0.012745,0.177393,1
3,8,1.679164,-0.329484,0.355374,-0.432256,0.035113,-0.197815,-0.315694,0.272385,-0.088523,-0.421688,-0.059489,0.059995,1
19,11,1.098663,-0.471676,0.590945,-0.159013,0.387425,0.037219,-0.330942,-0.041723,-0.181212,-0.363392,0.024452,0.14965,1
19,6,1.234981,-0.238298,0.333325,-0.315667,-0.241711,-0.237246,0.069969,-0.007909,0.083028,-0.42574,-0.2162,0.262637,1
18,21,0.870623,-0.492641,0.715869,0.174196,0.458146,-0.081129,-0.161138,-0.271707,-0.259461,-0.078972,-0.119568,-0.01613,1
8,17,1.454483,-0.539285,0.263371,-0.11897,0.32499,0.106863,-0.315349,-0.181119,-0.115588,-0.336404,-0.114374,0.181145,1
5,15,1.226955,-0.421396,0.416109,0.016116,0.18639,-0.17545,-0.039263,-0.127736,-0.358387,-0.341525,-0.015245,0.235838,1
2,10,1.981364,-0.630689,0.261975,-0.046982,0.076403,-0.257617,-0.015961,0.017001,-0.232117,-0.217084,-0.192819,0.089435,1
8,12,1.586304,-0.614515,0.267663,-0.239787,0.337778,-0.007428,-0.383705,-0.021307,-0.291419,-0.297178,0.059879,0.067328,1
12,15,0.658688,-0.234403,0.556802,0.349818,0.267389,-0.150809,-0.203088,-0.271299,-0.002447,-0.432495,0.054131,0.023707,1
16,14,1.164661,-0.399961,0.504965,0.002861,0.485255,-0.067494,-0.385267,-0.086977,-0.221528,-0.334659,0.056923,0.017084,1
25,2,1.116756,0.068768,0.554899,-0.598373,0.008984,-0.550347,-0.200604,0.382678,-0.144609,-0.128469,0.081545,0.061082,1
20,2,0.924537,-0.007616,0.538392,-0.449885,-0.084152,-0.321994,-0.057905,0.239916,-0.171668,-0.314774,0.012397,0.112309,1
22,1,1.179022,-0.187891,0.405189,-0.252152,-0.041295,-0.429274,0.081279,0.107952,-0.140674,-0.124007,-0.090637,0.190455,1
17,14,1.231724,-0.885307,0.626427,0.203215,0.441582,0.142586,-0.529258,-0.206287,-0.054861,-0.27773,-0.044835,-0.011528,1
11,9,1.564425,-0.521224,0.155951,0.011383,0.216085,-0.109312,-0.266337,-0.122736,-0.186496,-0.255777,0.007954,0.212715,1
24,11,2.081855,-0.600221,0.365229,0.166957,-0.094964,0.000211,-0.223099,-0.251368,-0.089013,-0.253617,-0.17696,0.167603,1
24,5,1.839051,-0.161169,0.16193,0.102184,-0.371271,-0.245521,-0.045897,-0.163659,0.076132,-0.246382,-0.216415,0.151553,1
7,6,1.340545,-0.351848,0.372448,-0.299475,0.065352,-0.174786,-0.086333,0.261406,-0.255937,-0.37392,0.002202,0.158061,1
2,12,0.839384,-0.513709,1.122638,0.222671,0.35727,-0.038884,-0.202166,0.0214,-0.283823,-0.167173,0.089642,-0.173624,1
3,20,1.565221,-0.811536,0.483607,0.264737,0.340265,0.173855,-0.421479,-0.181123,-0.093458,-0.289787,0.043696,0.066179,1
14,17,0.85789,-0.698744,0.573067,0.260127,0.425611,-0.093319,-0.397332,-0.140139,-0.204125,-0.233966,0.015279,-0.052425,1
24,1,1.028095,-0.01126,0.565499,-0.555177,0.160742,-0.502633,-0.246988,0.438153,0.038414,-0.035945,-0.037627,0.000314,1
29,17,1.087853,-0.400562,0.785272,0.081629,0.55669,-0.071217,-0.159991,-0.061384,-0.43404,-0.066978,0.073364,-0.140097,1
13,6,1.610055,-0.405364,0.327806,-0.30613,0.115126,-0.138801,-0.160862,0.175678,-0.014439,-0.252518,-0.123595,0.167189,1
13,10,1.072942,-0.19548,0.524181,-0.210005,0.381639,-0.199947,-0.096073,0.131493,-0.449187,-0.321487,0.065646,0.129865,1
17,4,1.667603,-0.455854,0.444622,-0.422037,-0.001333,-0.08312,-0.220889,0.281283,-0.028172,-0.388253,-0.049455,0.117501,1
18,8,1.565628,-0.5166,0.293509,-0.039328,-0.071116,0.125877,-0.329557,-0.156904,0.023562,-0.307376,-0.26486,0.096708,1
11,11,1.51234,-0.440015,0.370184,-0.061555,0.325185,-0.268885,-0.142325,0.035137,-0.382929,-0.206053,-0.037091,0.141026,1
12,2,0.796307,0.310857,0.562126,-0.258161,-0.516958,-0.353113,0.188654,-0.052386,0.112706,-0.067745,-0.016408,0.141233,1
23,18,1.139082,-0.704588,0.462714,-0.113362,0.357184,-0.064359,-0.387387,-0.159148,-0.183447,-0.257295,0.019106,0.160221,1
3,14,1.565723,-0.508004,0.446035,-0.087381,0.556704,-0.204583,-0.588855,0.001088,-0.202275,-0.156315,0.015014,-0.06466,1
16,12,1.381956,-0.4341,0.456064,-0.12495,0.483448,-0.027037,-0.403813,-0.061952,-0.232845,-0.274758,0.031929,0.01146,1
19,10,1.156129,-0.40727,0.481644,-0.17461,0.397306,-0.010448,-0.281453,-0.018871,-0.162091,-0.427711,-0.03314,0.245073,1
25,13,0.863153,-0.44672,0.346222,-0.182611,0.165489,-0.088881,-0.056906,-0.117438,-0.23817,-0.29863,0.000896,0.227644,1
28,9,1.580351,-0.644887,0.705852,-0.132887,0.085601,0.084489,-0.26289,-0.176328,-0.377097,-0.241837,0.187134,0.02612,1
13,1,1.537183,-0.019954,0.289778,-0.31196,-0.119883,-0.408652,-0.109311,0.423848,0.043656,-0.126077,0.068359,0.047961,1
14,2,1.306231,-0.446116,0.444882,-0.424154,-0.052017,-0.322153,-0.109557,0.27875,-0.034538,-0.225544,-0.143109,0.206543,1
26,14,1.141824,-0.29659,0.412605,-0.029596,0.483516,-0.185956,0.026482,-0.227243,-0.388302,-0.167532,-0.031777,0.233667,1
4,4,1.457268,-0.318523,0.427336,-0.127365,-0.399821,-0.612514,0.236434,0.039318,-0.129377,-0.053426,-0.064975,0.131102,1
5,7,1.560852,-0.32432,0.08428,-0.169021,-0.058893,-0.557847,-0.032517,0.049321,-0.134548,-0.193288,-0.088907,0.251756,1
2,14,1.541301,-0.530376,0.363522,-0.087405,0.251401,-0.116625,-0.04708,-0.164929,-0.350866,-0.086459,-0.096591,0.082467,1
9,6,1.305122,-0.146757,0.384763,-0.31596,0.077302,-0.201513,-0.049643,0.32598,-0.315737,-0.373952,-0.013419,0.053269,1
13,11,1.521947,-0.416731,0.369677,0.111857,0.353614,-0.034514,-0.160957,-0.148336,-0.235644,-0.218637,-0.007582,0.149372,1
10,9,1.687084,-0.710602,0.344205,0.270812,0.303004,-0.181684,-0.220784,-0.047721,-0.301402,-0.229903,0.022823,0.0793,1
11,5,1.678927,-0.57344,0.287046,-0.238049,-0.081163,-0.059355,-0.241884,0.16328,-0.077186,-0.403787,-0.049169,0.159453,1
8,7,1.651963,-0.115097,0.51023,-0.462003,0.000796,-0.393514,-0.189805,0.173542,-0.13887,-0.26414,-0.070056,0.141656,1
23,20,0.870741,-0.637351,0.424515,0.025324,0.398479,-0.153523,-0.289792,-0.211751,-0.200519,-0.211769,-0.001042,0.14924,1
4,10,1.623602,-0.883008,0.573858,-0.090257,-0.334159,-0.047162,-0.160032,0.009218,-0.043002,-0.406532,-0.161626,0.17891,1
4,17,1.421861,-1.056354,0.874371,0.061409,0.073847,-0.01579,-0.410899,-0.098065,-0.207248,-0.267319,0.119465,-0.098507,1
12,6,1.012066,-0.021166,0.312083,-0.3976,0.08378,-0.254674,-0.078382,0.201416,-0.199321,-0.376998,0.126316,0.216497,1
4,15,1.704241,-1.078002,0.869738,-0.023985,0.000518,0.08961,-0.418634,-0.165928,-0.109833,-0.251303,0.034556,-0.025393,1
26,17,1.132632,-0.344673,0.533299,-0.062261,0.532436,-0.03776,-0.115923,-0.314674,-0.236332,-0.193899,-0.100695,0.230127,1
13,9,1.08416,-0.16431,0.554122,-0.279785,0.303371,-0.141154,-0.148808,0.117579,-0.395519,-0.259447,0.091531,0.039691,1
7,10,1.390144,-0.727075,0.676456,-0.124334,0.275883,0.054657,-0.305154,-0.088756,-0.2902,-0.262234,0.071029,0.130958,1
23,5,1.74872,-0.023634,0.008908,-0.241831,-0.061589,-0.287173,-0.238979,0.162419,0.002002,-0.35808,-0.212957,0.01035,1
23,16,1.324031,-0.65479,0.390295,-0.22144,0.333581,-0.03566,-0.464159,-0.076206,-0.134893,-0.360836,-0.001696,0.164659,1
29,11,0.948798,-0.463278,0.768951,0.256821,0.276359,0.117379,-0.145911,-0.154972,-0.177908,-0.314891,-0.000686,0.140237,1
19,6,1.310379,-0.373949,0.563711,-0.437805,0.139653,-0.089183,-0.207204,0.315265,-0.101206,-0.464401,-0.088258,0.136884,1
21,13,0.956642,-0.580854,0.462303,0.393265,0.419488,-0.067009,-0.156778,-0.167305,-0.342095,-0.131351,0.050857,-0.063588,1
1,6,1.684695,-0.311977,0.195453,-0.23197,-0.06867,-0.003822,-0.34194,-0.008826,0.085097,-0.364329,-0.204794,0.101838,1
17,2,1.267651,-0.531646,0.698621,-0.607688,-0.138077,-0.115771,-0.253289,0.398088,-0.028213,-0.369421,0.08051,0.07993,1
30,11,1.05385,-0.68087,0.961209,0.161535,0.239084,0.223015,-0.215426,-0.14588,-0.237901,-0.216222,0.142017,-0.051177,1
5,17,1.463309,-0.796814,0.35513,0.238131,0.252769,-0.08381,-0.27268,-0.239268,-0.162374,-0.159496,-0.071656,0.087922,1
5,10,1.756285,-0.615969,0.208466,-0.047114,0.212092,-0.417191,-0.204745,-0.049585,-0.189937,-0.075709,-0.209564,0.074583,1
25,7,1.13148,-0.429922,0.777036,-0.261941,0.035569,0.039537,-0.395585,0.13301,-0.056545,-0.41671,-0.056627,0.104608,1
11,11,1.568572,-0.363897,0.235155,0.10727,0.146703,0.001142,-0.262599,-0.223589,-0.130822,-0.32877,-0.029691,0.232091,1
17,6,1.731402,-0.689267,0.407254,-0.267094,0.125183,-0.082639,-0.191287,0.172756,-0.12852,-0.34301,-0.187941,0.064776,1
30,9,1.53987,-0.409918,0.438086,-0.198798,0.314485,-0.03111,-0.339614,0.014123,-0.252998,-0.388685,0.051742,0.159288,1
5,16,1.233381,-0.414197,0.394049,0.067595,0.144318,-0.143461,-0.00922,-0.236112,-0.303605,-0.338016,-0.020634,0.265982,1
26,11,1.233207,-0.54963,0.735617,-0.079614,0.302559,0.046873,-0.288952,-0.100279,-0.385374,-0.259958,0.269133,0.057567,1
15,2,1.24706,-0.180708,0.501268,-0.159556,-0.332923,-0.332207,0.276059,-0.071612,-0.081193,-0.098538,-0.126867,0.194833,1
4,18,1.412283,-0.773601,0.382423,0.372458,0.346481,0.085014,-0.424451,-0.058962,-0.17258,-0.317765,0.103472,0.078916,1
14,1,0.909315,-0.112361,0.749605,-0.536469,-0.185042,-0.330685,-0.097017,0.368622,-0.110583,-0.107461,0.127103,0.017513,1
